begin : 
0	0.987679
1	0.948781
2	0.945249
3	0.942052
4	0.940121
5	0.94012
6	0.941504
7	0.937113
8	0.933547
9	0.934856
10	0.933529
11	0.928566
12	0.929033
13	0.931362
14	0.927163
15	0.925694
16	0.926004
17	0.927279
18	0.927708
19	0.924595
20	0.921949
21	0.92088
22	0.921505
23	0.921678
24	0.919909
25	0.92098
26	0.920117
27	0.920188
28	0.919034
29	0.918141
30	0.918045
31	0.91682
32	0.916557
33	0.915302
34	0.914871
35	0.914703
36	0.914486
37	0.914291
38	0.914907
39	0.914743
40	0.914743
41	0.914683
42	0.91461
43	0.914288
44	0.914173
45	0.914159
46	0.913744
47	0.913439
48	0.913588
49	0.913508
50	0.913531
51	0.91341
52	0.914132
53	0.914053
54	0.914029
55	0.913966
56	0.913878
57	0.913818
58	0.913768
59	0.91375
60	0.913691
61	0.913771
62	0.913825
63	0.913812
64	0.91379
65	0.913771
66	0.913895
67	0.913742
68	0.913734
69	0.913739
70	0.913733
71	0.913725
72	0.913772
73	0.913821
74	0.913784
75	0.913775
76	0.913767
77	0.91376
78	0.913755
79	0.91375
80	0.913746
81	0.913743
82	0.91374
83	0.913738
84	0.913736
85	0.913733
86	0.913731
87	0.91373
88	0.913728
89	0.913727
90	0.913726
91	0.913725
92	0.913724
93	0.913724
94	0.913724
95	0.913723
96	0.913723
97	0.913723
98	0.913723
99	0.913723
4	5
4	3
4	5
4	5
3	3
4	4
4	4
4	3
4	2
3	3
3	4
4	2
3	4
3	5
3	4
3	3
3	4
3	3
3	3
4	4
4	5
4	4
3	3
4	5
3	4
4	3
3	3
3	3
3	4
3	3
3	1
4	4
3	1
4	4
4	5
3	5
3	4
2	3
3	5
3	4
3	5
3	3
3	5
3	3
4	4
4	5
3	2
3	1
3	1
3	4
3	5
4	1
3	5
4	5
3	3
4	3
3	1
3	4
3	3
3	4
3	5
4	3
4	4
4	4
3	1
3	1
4	2
3	2
4	5
4	4
3	5
3	2
3	4
2	3
4	4
4	4
4	4
3	3
4	5
4	5
4	5
3	5
3	5
4	3
4	5
3	4
4	4
3	4
3	3
3	3
3	5
3	4
3	5
3	3
4	3
3	5
3	4
3	5
3	4
3	4
4	4
4	2
4	4
4	3
3	3
2	1
4	5
3	4
3	5
3	2
3	3
4	4
3	5
3	4
3	4
5	3
3	2
3	5
3	4
3	4
4	5
4	1
4	4
4	4
4	2
3	5
4	1
4	2
3	5
3	1
4	1
3	3
3	2
3	4
3	1
3	4
3	3
3	4
3	3
3	5
4	5
3	4
3	4
4	3
3	3
3	3
3	4
3	4
3	3
3	4
3	4
3	4
3	3
3	3
3	3
3	5
3	1
3	1
3	5
2	1
3	2
3	2
2	2
1	3
2	2
3	3
2	4
3	2
2	2
2	4
2	5
3	2
2	4
2	1
2	3
2	1
3	1
3	1
2	3
3	3
3	4
2	3
3	3
2	3
2	3
4	5
5	4
5	3
4	4
4	5
4	5
3	5
4	3
4	4
4	5
3	4
3	3
2	4
3	4
3	4
3	5
2	4
3	1
3	3
3	2
3	5
3	3
3	3
3	3
3	5
3	3
3	5
2	1
3	3
2	3
3	3
3	5
3	3
3	2
3	4
3	3
3	3
3	5
3	4
3	3
2	3
3	4
2	2
3	4
3	3
4	2
3	2
3	1
4	1
2	1
3	4
3	3
3	1
2	1
1	1
3	3
3	2
3	1
3	3
3	5
2	3
3	4
2	2
3	1
3	4
3	2
3	2
3	2
2	1
1	1
3	3
3	3
3	1
3	1
2	3
3	3
3	3
2	1
4	4
2	4
2	1
3	3
3	5
3	3
3	5
3	4
2	5
3	1
2	1
2	2
3	3
2	1
3	1
4	1
3	5
3	3
3	4
3	4
3	2
3	4
3	4
3	5
3	3
3	3
5	4
3	3
3	4
3	2
3	5
3	5
2	2
3	5
2	3
3	5
3	4
3	5
3	5
3	5
3	2
3	3
3	3
3	3
3	4
3	4
3	4
3	4
3	3
3	3
3	3
3	4
3	5
3	4
3	3
3	3
3	4
3	4
3	5
3	4
3	4
3	5
3	3
3	2
3	4
3	4
3	2
3	2
3	2
3	2
3	3
2	2
4	4
3	4
3	4
3	3
3	4
3	1
3	2
3	4
3	4
3	4
3	5
3	3
2	2
3	5
3	1
5	1
3	4
3	5
3	4
3	5
3	5
3	5
4	4
3	5
3	5
3	5
3	4
3	4
3	4
3	4
3	3
3	4
3	5
3	4
3	4
3	4
3	3
3	4
3	5
3	3
3	5
3	3
3	4
3	3
3	4
3	5
4	5
4	4
4	5
4	5
3	4
4	5
4	5
3	3
4	5
3	3
4	4
4	5
4	3
4	5
4	3
4	5
3	5
3	5
4	4
4	2
2	5
3	3
4	5
4	5
4	5
4	5
4	3
4	3
3	4
3	5
3	5
4	5
3	3
4	5
3	4
4	3
4	5
4	3
4	4
4	5
4	3
4	4
4	3
4	4
4	4
4	5
4	5
4	5
4	5
4	5
4	5
4	5
3	5
4	5
4	5
3	4
4	5
4	4
4	1
4	5
3	5
4	3
3	4
3	3
4	4
4	3
2	1
1	4
3	4
3	3
4	3
3	3
3	3
4	5
3	4
3	4
3	5
3	5
4	5
4	4
3	5
4	4
4	4
3	4
3	4
3	4
3	5
4	4
4	5
4	5
3	5
4	3
4	4
4	4
4	5
3	3
4	4
4	5
4	4
3	4
3	4
5	2
4	4
4	4
4	5
4	3
4	4
4	5
4	5
4	3
3	5
4	5
4	5
4	5
3	4
4	5
3	5
4	5
4	3
4	5
3	2
4	3
4	4
4	5
4	5
4	5
4	5
4	3
3	2
2	4
3	3
4	5
4	4
4	3
3	3
4	4
3	5
3	3
3	5
4	2
3	3
4	1
3	3
3	5
4	4
4	3
4	5
4	5
4	4
4	5
3	1
4	3
4	4
3	5
3	4
4	3
4	5
4	4
4	3
3	4
3	5
4	3
3	5
4	5
4	4
4	4
4	3
3	4
4	5
4	4
4	5
4	5
4	3
4	4
4	5
4	4
3	3
4	5
4	5
3	3
3	5
3	1
4	3
4	2
4	5
4	3
4	4
4	1
4	4
3	3
3	5
4	5
3	5
4	4
3	4
3	5
3	5
4	5
3	5
3	5
3	5
3	5
3	4
3	4
3	5
4	3
3	4
3	4
3	1
2	1
4	5
4	3
3	4
4	5
3	4
3	3
3	1
2	4
4	5
3	5
4	5
3	4
4	4
4	5
4	4
4	4
4	3
3	5
4	4
4	4
4	4
4	3
4	4
4	5
4	4
4	5
4	4
4	4
4	5
4	5
4	5
4	5
4	5
4	5
4	5
4	4
4	4
4	4
4	4
4	4
4	4
4	3
4	4
4	5
4	4
4	5
4	4
4	4
4	4
4	5
4	4
4	4
4	5
4	4
4	4
4	4
4	4
4	5
4	4
4	3
3	4
3	4
3	4
4	4
4	4
4	4
4	4
4	5
2	4
4	3
4	4
4	4
4	4
4	5
4	4
4	5
4	4
4	4
4	4
4	5
4	4
4	5
4	5
4	4
4	4
4	5
4	4
4	4
4	4
4	5
4	5
4	4
4	4
4	3
4	5
4	5
4	4
4	3
5	4
4	4
4	3
4	5
4	3
4	4
4	4
3	4
4	4
4	4
3	5
3	2
3	4
3	3
3	3
1	4
3	4
3	2
3	3
3	4
3	4
3	3
3	3
3	4
3	2
3	4
3	3
3	4
3	3
3	4
3	4
3	4
3	3
3	3
3	3
3	3
2	4
3	4
1	1
3	5
3	5
3	4
3	3
4	4
4	4
3	2
3	2
3	4
3	4
3	4
3	5
3	4
3	3
3	2
3	2
3	4
3	3
3	2
3	3
3	2
3	4
3	3
3	4
